NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LOG OF SALE PRICE
TRIBECA,14RENTALS-4-10UNIT,2A,179,47,S5,23LEONARDSTREET,10013.0,5.0,1.0,6.0,2298.0,14350.0,1920.0,2,S5,6800000.0,2013-02-07,15.732433170146335
TRIBECA,14RENTALS-4-10UNIT,2A,193,20,S4,293CHURCHSTREET,10013.0,4.0,1.0,5.0,1613.0,7100.0,1910.0,2,S4,3300000.0,2012-10-18,15.009433026436708
TRIBECA,23LOFTBUILDINGS,4,132,23,L8,81WARRENSTREET,10007.0,3.0,1.0,4.0,1869.0,5650.0,1920.0,4,L8,3985000.0,2012-12-18,15.198047870206452
TRIBECA,23LOFTBUILDINGS,4,132,25,L8,77WARRENSTREET,10007.0,1.0,4.0,5.0,1875.0,8675.0,1905.0,4,L8,7600000.0,2012-12-18,15.84365880525656
UPPEREASTSIDE(59-79),01ONEFAMILYHOMES,1,1390,14,S1,19EAST75STREET,10021.0,1.0,1.0,2.0,842.0,4742.0,1901.0,1,S1,4052750.0,2013-04-26,15.214906221003819
UPPEREASTSIDE(59-79),01ONEFAMILYHOMES,1,1390,163,S1,12EAST76THSTREET,10021.0,1.0,1.0,2.0,1924.0,7056.0,1950.0,1,S1,27000000.0,2013-03-28,17.111347423968603
UPPEREASTSIDE(59-79),01ONEFAMILYHOMES,1,1407,45,S1,170EAST73RDSTREET,10021.0,1.0,1.0,2.0,2554.0,5800.0,1899.0,1,S1,10250000.0,2012-09-10,16.14278826354869
UPPEREASTSIDE(59-79),01ONEFAMILYHOMES,1,1408,5,S1,105EAST73RDSTREET,10021.0,1.0,1.0,2.0,2142.0,8555.0,1910.0,1,S1,14000000.0,2012-12-21,16.454567887579532
UPPEREASTSIDE(59-79),02TWOFAMILYHOMES,1,1399,58,S2,860LEXINGTONAVENUE,10065.0,2.0,1.0,3.0,1280.0,6260.0,1910.0,1,S2,7300000.0,2013-05-21,15.80338490611862
UPPEREASTSIDE(59-79),02TWOFAMILYHOMES,1,1406,12,S2,127EAST71STSTREET,10021.0,2.0,1.0,3.0,2043.0,5600.0,1920.0,1,S2,8500000.0,2012-06-11,15.955576721460545
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2B,1377,14,C7,21EAST62NDSTREET,10065.0,7.0,2.0,9.0,1807.0,5800.0,1920.0,2,C7,14000000.0,2013-07-26,16.454567887579532
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2A,1380,46,C5,52EAST66STREET,10065.0,4.0,2.0,6.0,2008.0,5698.0,1910.0,2,C5,8600000.0,2012-12-26,15.967272761223736
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2B,1381,51,C7,785MADISONAVENUE,10065.0,8.0,1.0,9.0,1500.0,7440.0,1910.0,2,C7,17800000.0,2012-09-08,16.694709015262312
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2,1400,57,C5,880-882LEXINGTONAVENUE,10065.0,18.0,3.0,21.0,2800.0,8120.0,1900.0,2,C5,9200000.0,2012-10-17,16.034714042019267
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2B,1407,153,C7,1007LEXINGTONAVENUE,10021.0,7.0,1.0,8.0,1190.0,4165.0,1910.0,2,C7,4550000.0,2012-08-15,15.330637790927133
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2,1433,16,C7,243EAST78THSTREET,10075.0,56.0,6.0,62.0,8480.0,34374.0,1930.0,2,C7,15100000.0,2012-12-26,16.530205301785152
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2B,1444,30,C7,12991STAVENUE,10021.0,7.0,1.0,8.0,1957.0,7060.0,1910.0,2,C7,4700000.0,2012-06-12,15.363073066680286
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2,1448,28,C7,1371FIRSTAVENUE,10021.0,13.0,2.0,15.0,2550.0,9945.0,1910.0,2,C7,4100000.0,2012-12-26,15.226497531674536
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2,1458,41,C7,410EAST64THSTREET,10065.0,17.0,2.0,19.0,2510.0,8350.0,1910.0,2,C7,4300000.0,2012-11-15,15.27412558066379
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2B,1458,48,C7,11601AVENUE,10065.0,8.0,1.0,9.0,2025.0,7950.0,1910.0,2,C7,13125000.0,2013-07-17,16.39002936644196
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2,1467,39,C7,414EAST73RDSTREET,10021.0,22.0,1.0,23.0,2554.0,14200.0,1910.0,2,C7,7000000.0,2012-02-11,15.761420707019587
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2,1468,45,C7,13841AVENUE,10021.0,25.0,4.0,29.0,2825.0,15761.0,1910.0,2,C7,7100000.0,2012-12-20,15.775605342011543
UPPEREASTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2,1472,46,C7,402EAST78THSTREET,10075.0,39.0,2.0,41.0,5602.0,26090.0,1910.0,2,C7,5300000.0,2012-12-26,15.483217378522351
UPPEREASTSIDE(59-79),08RENTALS-ELEVATORAPARTMENTS,2,1375,129,D9,43EAST60THSTREET,10022.0,17.0,4.0,21.0,4016.0,17296.0,1910.0,2,D9,28679710.0,2013-02-27,17.17170046206856
UPPEREASTSIDE(59-79),08RENTALS-ELEVATORAPARTMENTS,2,1377,71,D9,8155AVENUE,10065.0,12.0,2.0,14.0,2550.0,10064.0,1910.0,2,D9,32000000.0,2012-08-21,17.281246460764002
UPPEREASTSIDE(59-79),08RENTALS-ELEVATORAPARTMENTS,2,1417,45,D7,10653AVENUE,10065.0,37.0,2.0,39.0,5294.0,26940.0,1930.0,2,D7,8329403.0,2012-11-12,15.935302342907237
UPPEREASTSIDE(59-79),08RENTALS-ELEVATORAPARTMENTS,2,1453,35,D9,334EAST79THSTREET,10075.0,46.0,1.0,47.0,5200.0,27124.0,1920.0,2,D9,20500000.0,2013-01-07,16.835935444108635
UPPEREASTSIDE(59-79),14RENTALS-4-10UNIT,2A,1392,58,S9,1006MADISONAVENUE,10075.0,3.0,2.0,5.0,1110.0,4092.0,1910.0,2,S9,12687500.0,2013-06-18,16.356127814766282
UPPEREASTSIDE(59-79),14RENTALS-4-10UNIT,2B,1395,43,S5,164EAST61ST,10065.0,6.0,1.0,7.0,2008.0,5800.0,1920.0,2,S5,5900000.0,2012-11-15,15.590462908875947
UPPEREASTSIDE(59-79),14RENTALS-4-10UNIT,2B,1397,19,S9,809LEXINGTONAVENUE,10065.0,5.0,2.0,7.0,1190.0,4777.0,1900.0,2,S9,4750000.0,2012-12-21,15.373655176010823
UPPEREASTSIDE(59-79),14RENTALS-4-10UNIT,2A,1400,114,S9,133EAST65THSTREET,10065.0,4.0,2.0,6.0,2008.0,4872.0,1920.0,2,S9,7200000.0,2012-12-21,15.789591583986283
UPPEREASTSIDE(59-79),14RENTALS-4-10UNIT,2A,1411,132,S3,195EAST76THSTREET,10021.0,3.0,1.0,4.0,524.0,2097.0,1910.0,2,S3,2110000.0,2012-10-10,14.56219850545225
UPPEREASTSIDE(59-79),14RENTALS-4-10UNIT,2B,1414,9,S5,217EAST59THSTREET,10022.0,6.0,1.0,7.0,2511.0,7400.0,1910.0,2,S5,5150000.0,2012-11-10,15.454507272639919
UPPEREASTSIDE(59-79),14RENTALS-4-10UNIT,2B,1449,1,S5,14202NDAVENUE,10021.0,6.0,1.0,7.0,1760.0,7005.0,1910.0,2,S5,5750000.0,2013-07-03,15.564710412773533
UPPEREASTSIDE(59-79),14RENTALS-4-10UNIT,2B,1467,48,S5,13521AVENUE,10021.0,6.0,1.0,7.0,2882.0,8000.0,1920.0,2,S5,5250000.0,2012-11-13,15.473738634567807
UPPEREASTSIDE(59-79),21OFFICEBUILDINGS,4,1375,28,O1,41EAST60THSTREET,10022.0,17.0,10.0,27.0,6024.0,29616.0,1920.0,4,O1,8652890.0,2013-02-27,15.973403927153976
UPPEREASTSIDE(59-79),21OFFICEBUILDINGS,4,1378,140,O9,54EAST64THSTREET,10065.0,1.0,1.0,2.0,2525.0,12551.0,1920.0,4,O9,18000000.0,2013-04-26,16.70588231586044
UPPEREASTSIDE(59-79),22STOREBUILDINGS,4,1395,6,K4,113EAST60THSTREET,10022.0,1.0,2.0,3.0,2008.0,5320.0,1910.0,4,K4,10000000.0,2013-06-05,16.11809565095832
UPPEREASTSIDE(59-79),22STOREBUILDINGS,4,1415,14,K4,229EAST60THSTREET,10022.0,2.0,2.0,4.0,2008.0,5540.0,1920.0,4,K4,6933750.0,2013-06-14,15.751911350351582
UPPEREASTSIDE(59-79),22STOREBUILDINGS,2A,1417,32,D9,230EAST63RDSTREET,10065.0,6.0,1.0,6.0,2510.0,12200.0,1920.0,4,K9,4250000.0,2012-02-08,15.2624295409006
UPPEREASTSIDE(59-79),22STOREBUILDINGS,4,1422,18,K4,227EAST67THSTREET,10065.0,2.0,1.0,3.0,2773.0,8650.0,1910.0,4,K4,6000000.0,2012-09-24,15.60727002719233
UPPEREASTSIDE(79-96),02TWOFAMILYHOMES,1,1545,13,S2,329EAST82NDSTREET,10028.0,2.0,1.0,3.0,1830.0,4160.0,1920.0,1,S2,5000000.0,2013-05-15,15.424948470398375
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1526,27,C7,15572AVENUE,10028.0,15.0,1.0,16.0,1507.0,4444.0,1920.0,2,C7,3000000.0,2012-08-08,14.914122846632385
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1526,39,C7,218EAST81STSTREET,10028.0,17.0,2.0,19.0,2596.0,9970.0,1930.0,2,C7,4500000.0,2012-12-26,15.319587954740548
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1543,4,C7,15442AVENUE,10028.0,16.0,1.0,17.0,2550.0,10555.0,1910.0,2,C7,8000000.0,2012-08-16,15.89495209964411
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1543,52,C7,15462AVENUE,10028.0,14.0,1.0,15.0,2550.0,10555.0,1930.0,2,C7,9100000.0,2013-02-22,16.02378497148708
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1544,52,C7,1570SECONDAVENUE,10028.0,14.0,2.0,16.0,2600.0,6840.0,1920.0,2,C7,4000000.0,2013-01-02,15.201804919084164
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1545,45,C1,310EAST83,10028.0,19.0,1.0,20.0,2554.0,8395.0,1920.0,2,C1,5085000.0,2012-11-15,15.441805587464797
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1545,52,C7,1592SECONDAVENUE,10028.0,16.0,2.0,18.0,2767.0,10885.0,1920.0,2,C7,4900000.0,2012-12-26,15.404745763080856
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1547,9,C7,315-319EAST84THSTREET,10028.0,35.0,2.0,37.0,5108.0,21348.0,1920.0,2,C7,4100000.0,2012-12-26,15.226497531674536
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1559,146,C7,402EAST80THSTREET,10075.0,20.0,1.0,21.0,2555.0,9000.0,1920.0,2,C7,4100000.0,2012-07-08,15.226497531674536
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1560,29,C7,45OEAST81STSTREET,10028.0,34.0,3.0,37.0,4418.0,18190.0,1910.0,2,C7,4200000.0,2012-12-26,15.250595083253597
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1560,30,C7,444EAST81STSTREET,10028.0,34.0,3.0,37.0,4418.0,18190.0,1910.0,2,C7,8000000.0,2012-12-26,15.89495209964411
UPPEREASTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1562,45,C7,15921AVENUE,10028.0,12.0,2.0,14.0,2173.0,10350.0,1930.0,2,C7,11200000.0,2012-12-26,16.231424336265324
UPPEREASTSIDE(79-96),08RENTALS-ELEVATORAPARTMENTS,2B,1497,49,D7,58EAST86THSTREET,10028.0,9.0,1.0,10.0,2155.0,8270.0,1918.0,2,D7,8800000.0,2013-07-03,15.990262279448435
UPPEREASTSIDE(79-96),08RENTALS-ELEVATORAPARTMENTS,2,1529,43,D9,204EAST84THSTREET,10028.0,35.0,1.0,36.0,5517.0,20950.0,1920.0,2,D9,9700000.0,2012-12-26,16.08763644347361
UPPEREASTSIDE(79-96),14RENTALS-4-10UNIT,2B,1543,1,S9,15382AVENUE,10028.0,6.0,4.0,10.0,2550.0,7424.0,1915.0,2,S9,12700000.0,2012-09-19,16.35711255142882
UPPEREASTSIDE(79-96),14RENTALS-4-10UNIT,2B,1549,31,S9,16671AVENUE,10028.0,6.0,2.0,8.0,1691.0,5680.0,1915.0,2,S9,3800000.0,2012-09-28,15.150511624696614
UPPERWESTSIDE(59-79),07RENTALS-WALKUPAPARTMENTS,2B,1163,48,C7,228WEST72NDSTREET,10023.0,9.0,1.0,10.0,2554.0,11820.0,1900.0,2,C7,5540000.0,2012-12-21,15.527505058723467
UPPERWESTSIDE(59-79),08RENTALS-ELEVATORAPARTMENTS,2,1150,35,D9,102WEST79THSTREET,10024.0,39.0,3.0,42.0,4826.0,20281.0,1931.0,2,D9,16650000.0,2013-04-25,16.627920774390727
UPPERWESTSIDE(59-79),14RENTALS-4-10UNIT,2A,1170,142,S3,220WEST79THSTREET,10024.0,3.0,1.0,4.0,1941.0,4126.0,1900.0,2,S3,4400000.0,2012-12-20,15.29711509888849
UPPERWESTSIDE(79-96),01ONEFAMILYHOMES,1,1225,20,S1,129WEST94THSTREET,10025.0,1.0,1.0,2.0,1661.0,3392.0,1910.0,1,S1,3625000.0,2013-10-07,15.103364846270912
UPPERWESTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2,1226,37,C7,104WEST96THSTREET,10025.0,27.0,4.0,31.0,5066.0,20857.0,1920.0,2,C7,10.0,2012-01-10,2.302585092994046
UPPERWESTSIDE(79-96),07RENTALS-WALKUPAPARTMENTS,2B,1229,34,C7,450AMSTERDAMAVENUE,10024.0,8.0,2.0,10.0,2175.0,9250.0,1910.0,2,C7,12375000.0,2012-01-08,16.331188866419026
UPPERWESTSIDE(96-116),07RENTALS-WALKUPAPARTMENTS,2,1859,37,C7,106WEST105STREET,10025.0,18.0,2.0,20.0,5551.0,21320.0,1920.0,2,C7,3694374.0,2012-08-30,15.122321679878954
UPPERWESTSIDE(96-116),07RENTALS-WALKUPAPARTMENTS,2,1873,34,C7,852AMSTERDAMAVENUE,10025.0,10.0,2.0,12.0,1556.0,7175.0,1920.0,2,C7,6950000.0,2012-11-13,15.754252217540975
UPPERWESTSIDE(96-116),07RENTALS-WALKUPAPARTMENTS,2,1892,45,C7,2781BROADWAY,10025.0,10.0,1.0,11.0,2683.0,13325.0,1926.0,2,C7,512750.0,2013-06-14,13.147543675934626
UPPERWESTSIDE(96-116),08RENTALS-ELEVATORAPARTMENTS,2,1860,61,D7,933AMSTERDAMAVENUE,10025.0,27.0,3.0,30.0,4783.0,24312.0,1930.0,2,D7,13100000.0,2013-11-07,16.38812278817138
UPPERWESTSIDE(96-116),08RENTALS-ELEVATORAPARTMENTS,2,1875,29,D7,880AMSTERDAMAVENUE,10025.0,42.0,4.0,46.0,7600.0,42126.0,1900.0,2,D7,10.0,2012-01-10,2.302585092994046
WASHINGTONHEIGHTSLOWER,07RENTALS-WALKUPAPARTMENTS,2,2108,65,C7,945ST.NICHOLASAVENUE,10032.0,30.0,2.0,32.0,6420.0,20610.0,1915.0,2,C7,2985000.0,2012-11-15,14.90911030480884
WASHINGTONHEIGHTSLOWER,07RENTALS-WALKUPAPARTMENTS,2,2123,61,C7,502WEST167STREET,10032.0,12.0,1.0,13.0,2125.0,8700.0,1916.0,2,C7,1600000.0,2013-06-06,14.28551418721001
WASHINGTONHEIGHTSLOWER,07RENTALS-WALKUPAPARTMENTS,2,2127,44,C7,2232AMSTERDAMAVENUE,10032.0,22.0,1.0,23.0,4300.0,20820.0,1920.0,2,C7,6730000.0,2013-02-28,15.72208570162091
WASHINGTONHEIGHTSLOWER,07RENTALS-WALKUPAPARTMENTS,2,2144,57,C7,1315ST.NICHOLASAVENUE,10033.0,24.0,4.0,28.0,5690.0,23235.0,1913.0,2,C7,4030000.0,2013-01-16,15.209276933922865
WASHINGTONHEIGHTSLOWER,08RENTALS-ELEVATORAPARTMENTS,2,2114,5,D7,3750BROADWAY,10032.0,34.0,6.0,40.0,9992.0,47163.0,1906.0,2,D7,8300000.0,2013-09-07,15.931766072766827
WASHINGTONHEIGHTSLOWER,08RENTALS-ELEVATORAPARTMENTS,2,2142,175,D7,350FTWASHINGTONAVENUE,10033.0,40.0,2.0,42.0,10230.0,40135.0,1923.0,2,D7,7437593.0,2012-10-25,15.822057832959526
WASHINGTONHEIGHTSUPPER,01ONEFAMILYHOMES,1,2154,61,S0,563WEST182STREET,10033.0,1.0,2.0,3.0,1329.0,2482.0,1901.0,1,S0,526000.0,2013-06-14,13.173056491719846
WASHINGTONHEIGHTSUPPER,01ONEFAMILYHOMES,1,2157,17,S1,398AUDUBONAVE,10033.0,1.0,1.0,2.0,900.0,2500.0,1910.0,1,S1,620000.0,2013-01-31,13.337474757021274
WASHINGTONHEIGHTSUPPER,07RENTALS-WALKUPAPARTMENTS,2,2163,25,C7,661WEST179STREET,10033.0,26.0,5.0,31.0,6800.0,25642.0,1910.0,2,C7,6050000.0,2012-08-22,15.615568830007025
WASHINGTONHEIGHTSUPPER,07RENTALS-WALKUPAPARTMENTS,2,2164,26,C7,190WADSWORTHAVENUE,10033.0,20.0,2.0,22.0,5292.0,21500.0,1910.0,2,C7,6825000.0,2013-12-07,15.736102899035297
